100
1.0,1.006,2.0,1.004,3.0,1.008,4.0,1.004,5.0,1.006,6.0,1.008,7.0,1.006,8.0,1.006,9.0,1.016,10.0,1.008,11.0,1.004,12.0,1.002,13.0,1.014,14.0,1.012,15.0,1.004,16.0,1.006,17.0,1.004,18.0,1.002,19.0,1.014,20.0,1.018,21.0,1.008,22.0,1.014,23.0,1.012,24.0,1.018,25.0,1.012,26.0,1.018,27.0,1.012,28.0,1.012,29.0,1.022,30.0,1.022,31.0,1.02,32.0,1.026,33.0,1.018,34.0,1.024,35.0,1.02,36.0,1.028,37.0,1.032,38.0,1.03,39.0,1.042,40.0,1.038,41.0,1.024,42.0,1.054,43.0,1.05,44.0,1.04,45.0,1.076,46.0,1.056,47.0,1.058,48.0,1.074,49.0,1.05,50.0,1.082,51.0,1.074,52.0,1.112,53.0,1.096,54.0,1.102,55.0,1.066,56.0,1.082,57.0,1.124,58.0,1.094,59.0,1.118,60.0,1.148,61.0,1.126,62.0,1.16,63.0,1.198,64.0,1.142,65.0,1.196,66.0,1.196,67.0,1.192,68.0,1.25,69.0,1.25,70.0,1.272,71.0,1.282,72.0,1.266,73.0,1.286,74.0,1.334,75.0,1.29,76.0,1.306,77.0,1.406,78.0,1.412,79.0,1.48,80.0,1.5,81.0,1.57,82.0,1.568,83.0,1.546,84.0,1.648,85.0,1.744,86.0,1.788,87.0,1.776,88.0,1.894,89.0,1.954,90.0,2.194,91.0,2.172,92.0,2.384,93.0,2.41,94.0,2.594,95.0,2.828,96.0,3.088,97.0,3.324,98.0,3.81,99.0,4.26,100.0,4.704,
