100
1.0,76.25,2.0,82.188,3.0,39.968,4.0,29.872,5.0,20.926,6.0,18.514,7.0,15.086,8.0,12.482,9.0,12.346,10.0,11.084,11.0,10.228,12.0,9.222,13.0,8.988,14.0,9.032,15.0,8.22,16.0,7.888,17.0,7.198,18.0,6.644,19.0,6.864,20.0,6.846,21.0,6.028,22.0,5.88,23.0,5.914,24.0,5.846,25.0,5.546,26.0,5.518,27.0,5.318,28.0,5.05,29.0,5.08,30.0,4.8,31.0,4.626,32.0,4.7,33.0,4.588,34.0,4.58,35.0,4.532,36.0,4.468,37.0,4.726,38.0,4.32,39.0,4.18,40.0,4.294,41.0,4.056,42.0,4.102,43.0,3.71,44.0,4.038,45.0,3.93,46.0,3.962,47.0,3.926,48.0,3.884,49.0,3.866,50.0,3.848,51.0,3.512,52.0,3.776,53.0,3.452,54.0,3.5,55.0,3.668,56.0,3.6,57.0,3.458,58.0,3.27,59.0,3.602,60.0,3.432,61.0,3.318,62.0,3.496,63.0,3.146,64.0,3.314,65.0,3.206,66.0,2.976,67.0,3.424,68.0,3.168,69.0,3.162,70.0,2.992,71.0,3.006,72.0,3.092,73.0,3.004,74.0,2.948,75.0,3.012,76.0,2.87,77.0,2.804,78.0,3.05,79.0,3.024,80.0,3.014,81.0,2.91,82.0,2.804,83.0,2.77,84.0,2.886,85.0,2.728,86.0,2.794,87.0,2.744,88.0,2.574,89.0,2.87,90.0,2.662,91.0,2.68,92.0,2.724,93.0,2.652,94.0,2.672,95.0,2.354,96.0,2.382,97.0,2.582,98.0,2.44,99.0,2.226,100.0,2.106,
