100
1.0,13.604,1.0,15.386,2.0,7.222,3.0,4.844,4.0,4.88,5.0,6.248,6.0,5.278,7.0,4.59,8.0,4.728,9.0,5.298,10.0,5.184,11.0,4.32,12.0,5.2,13.0,5.158,15.0,4.728,16.0,4.758,17.0,4.812,18.0,4.878,19.0,4.666,21.0,5.108,22.0,4.77,23.0,4.514,25.0,4.992,26.0,4.66,27.0,4.592,29.0,5.108,30.0,4.64,31.0,4.832,33.0,5.046,34.0,4.652,36.0,4.366,37.0,4.904,38.0,4.53,40.0,4.62,41.0,4.566,43.0,4.31,45.0,5.27,46.0,4.854,48.0,4.512,49.0,4.778,51.0,4.46,53.0,4.846,54.0,4.226,56.0,4.848,58.0,4.674,60.0,4.74,62.0,4.81,64.0,4.702,65.0,4.682,67.0,4.798,69.0,4.43,71.0,4.722,74.0,4.336,76.0,4.616,78.0,4.808,80.0,4.686,83.0,4.542,85.0,4.326,87.0,4.66,90.0,4.754,92.0,4.802,94.0,4.784,97.0,4.41,99.0,4.666,102.0,4.406,105.0,4.282,108.0,4.818,111.0,4.534,114.0,4.442,117.0,4.482,121.0,4.336,124.0,4.518,128.0,4.386,131.0,4.428,135.0,4.432,139.0,4.266,143.0,4.344,147.0,4.746,152.0,4.65,157.0,4.672,161.0,4.626,167.0,4.558,172.0,4.372,178.0,4.554,185.0,4.466,191.0,4.562,198.0,4.484,206.0,4.244,214.0,4.76,224.0,4.534,234.0,4.49,246.0,4.686,260.0,4.554,275.0,4.678,293.0,4.376,312.0,4.31,337.0,4.728,369.0,4.604,421.0,4.426,562.0,4.464,
